y,z
0.006662,0.000472024
0.00665009,0.0004711
0.00661633,0.000468484
0.00656431,0.000464457
0.00652512,0.000461427
0.0065425,0.000462771
0.0066386,0.00047021
0.00676694,0.000480174
0.00683138,0.000485189
0.00685631,0.000487132
0.00688996,0.000489756
0.00696257,0.000495426
0.0070718,0.000503976
0.00719853,0.000513925
0.00731524,0.000523118
0.00746359,0.000534841
0.00769619,0.000553312
0.00796046,0.000574429
0.00827192,0.000599499
0.0086375,0.000629176
0.00904721,0.000662759
0.00946362,0.000697309
0.00976327,0.000722695
0.0101098,0.000752965
0.0106109,0.000798815
0.0111568,0.000851645
0.0116434,0.000901299
0.0123328,0.000975761
0.0130618,0.00105976
0.0135351,0.0011172
0.013917,0.00116523
0.0139094,0.00116426
0.0137561,0.00114481
0.0138593,0.00115788
0.0141528,0.00119562
0.0139597,0.00117068
0.0133134,0.00109002
0.0128459,0.00103432
0.0126293,0.00100927
0.0119336,0.000932049
0.0114155,0.000877747
0.0112497,0.000860941
0.0110221,0.000838328
0.0103543,0.000775016
0.00958664,0.000707656
0.0090033,0.000659142
0.0084912,0.000617267
0.00803302,0.000580252
0.00784852,0.000565467
0.00799738,0.000577391
0.00823816,0.000596772
0.00834846,0.00060569
0.00837141,0.000607548
0.00836668,0.000607165
0.00861997,0.000627746
0.00933726,0.000686764
0.0105055,0.000788955
0.0119061,0.0009291
0.0139369,0.00116777
0.0162491,0.00149098
0.0175675,0.00170001
0.0179866,0.00177024
0.0180192,0.00177577
0.0177841,0.00173607
0.0172553,0.00164888
0.0169079,0.00159318
0.0172706,0.00165136
0.017698,0.00172167
0.0176566,0.00171479
0.0171724,0.00163547
0.0161517,0.00147626
0.0141824,0.00119948
0.012277,0.000969547
0.0113576,0.000871844
0.0111526,0.000851228
0.0101277,0.000754563
0.00889939,0.000650601
0.00803008,0.000580016
0.00738704,0.000528786
0.00706775,0.000503659
0.006888,0.000489603
0.00689249,0.000489953
0.00713231,0.000508722
0.00727027,0.000519573
0.00725937,0.000518714
0.00698461,0.000497149
0.00661406,0.000468308
0.00640705,0.000452317
0.00574247,0.000401562
0.00485913,0.000335479
0.00420826,0.000287794
0.00384275,0.00026139
0.00354145,0.000239827
0.00329783,0.000222526
0.00334441,0.000225824
0.00360558,0.000244402
0.00358137,0.000242674
0.00333869,0.000225419
0.00316228,0.000212951
0.00311447,0.000209583
0.00304629,0.000204787
0.00307285,0.000206654
0.00309637,0.000208309
0.00315252,0.000212263
0.00340774,0.000230316
0.00382874,0.000260384
0.00455808,0.000313317
0.00533049,0.000370545
0.00591527,0.000414673
0.00650046,0.000459522
0.00712688,0.000508296
0.0079146,0.000570754
