y,z
0.006662,0.000472024
0.00664993,0.000471088
0.00661565,0.000468431
0.00656301,0.000464357
0.0065245,0.000461379
0.00654428,0.000462908
0.00664395,0.000470625
0.00677154,0.000480531
0.00683288,0.000485306
0.00685713,0.000487196
0.00689326,0.000490013
0.00696934,0.000495955
0.0070816,0.000504745
0.00720926,0.000514769
0.00732614,0.000523978
0.00748526,0.000536557
0.00772397,0.000555525
0.00799265,0.000577011
0.00831331,0.000602845
0.00868805,0.0006333
0.00910687,0.000667679
0.00951412,0.000701546
0.00980536,0.000726316
0.0101827,0.000759484
0.0107059,0.000807788
0.0112462,0.000860591
0.0117471,0.000912185
0.0124914,0.000993573
0.0131785,0.00107371
0.0136371,0.00112988
0.0139697,0.00117197
0.0138817,0.00116072
0.0137638,0.00114578
0.0139539,0.00116994
0.0141911,0.00120062
0.0138517,0.00115691
0.013173,0.00107306
0.0128249,0.00103187
0.0124909,0.000993512
0.0117535,0.000912867
0.0113554,0.000871619
0.0112349,0.00085946
0.0108781,0.000824298
0.0101252,0.000754338
0.00939238,0.000691355
0.0088498,0.000646533
0.00832902,0.000604116
0.00793679,0.000572532
0.00786767,0.000566998
0.00809462,0.000585204
0.00829735,0.000601555
0.00837213,0.000607607
0.00836939,0.000607385
0.00841317,0.000610933
0.00883518,0.000645334
0.00974272,0.000720933
0.011024,0.000838519
0.0125993,0.00100583
0.0149436,0.00130173
0.0169046,0.00159266
0.0177955,0.00173798
0.0179898,0.00177078
0.0179131,0.00175779
0.0175125,0.00169093
0.0169745,0.00160375
0.0169481,0.00159956
0.0174854,0.00168646
0.0176983,0.00172173
0.0174426,0.00167943
0.0167395,0.00156662
0.015265,0.00134669
0.0131113,0.00106566
0.0116718,0.00090427
0.011265,0.000862477
0.0107394,0.000810976
0.00942137,0.000693775
0.00841041,0.000610709
0.00765536,0.000550061
0.00719458,0.000513615
0.00698033,0.000496814
0.00686968,0.000488175
0.00704538,0.000501906
0.00724967,0.00051795
0.00729722,0.000521697
0.00714471,0.000509696
0.00674031,0.000478104
0.00651527,0.000460666
0.00606321,0.000425946
0.00517943,0.000359259
0.00441062,0.000302528
0.00395346,0.000269359
0.00363393,0.000246426
0.00335046,0.000226253
0.00325752,0.000219675
0.0035098,0.000237573
0.00359628,0.000243737
0.00339234,0.000229224
0.00315814,0.000212659
0.00308655,0.000207618
0.00300583,0.000201946
0.00299723,0.000201343
0.00303455,0.000203963
0.00305828,0.00020563
0.00326764,0.00022039
0.00363977,0.000246844
0.00429347,0.000293988
0.00510723,0.000353881
0.00572448,0.0004002
0.00630623,0.00044456
0.00692412,0.000492422
0.0076695,0.000551186
0.00856386,0.000623176
0.00938481,0.000690724
0.011225,0.00085846
0.014109,0.00118993
0.0163918,0.00151274
0.0178733,0.00175106
0.0189987,0.0019474
0.0193892,0.00201863
0.019146,0.00197408
0.0186373,0.00188292
0.0173927,0.00167125
0.0165684,0.00153995
0.0168241,0.00157992
0.01795,0.00176404
0.0191273,0.00197069
0.0194541,0.00203063
0.0194796,0.00203535
0.0198156,0.00209825
0.0201585,0.00216365
0.0198808,0.00211059
0.0196121,0.00206001
0.0186931,0.00189278
0.0170044,0.00160852
0.0160266,0.00145748
0.0162675,0.00149378
0.0157294,0.00141354
0.013982,0.00117355
0.0118031,0.00091812
0.00938534,0.000690768
0.00786198,0.000566543
0.00701223,0.00049931
0.00651952,0.000460994
0.00622212,0.000438104
0.00589008,0.000412758
0.00539346,0.000375264
0.00486456,0.000335881
0.00456073,0.000313511
0.00470521,0.000324125
0.00536331,0.000373004
0.00621004,0.000437178
0.00704969,0.000502243
0.00825856,0.00059842
0.010299,0.000769979
0.0138895,0.00116172
0.0184347,0.00184735
0.0214648,0.00242423
0.0231381,0.00278457
0.0240129,0.00298492
0.0247534,0.003161
0.0253563,0.00330878
0.0256198,0.0033746
0.025658,0.00338422
0.0254377,0.00332905
0.0250287,0.00322799
0.0245523,0.0031126
0.0240435,0.0029921
0.0236253,0.00289514
0.0233396,0.00282999
0.0234193,0.00284808
0.0238237,0.00294089
0.024068,0.00299784
0.0244619,0.00309099
0.0248468,0.00318365
0.0249643,0.00321225
0.0248444,0.00318305
0.024104,0.00300628
0.0230153,0.0027571
0.0219269,0.00252074
0.0202966,0.00219035
0.0167202,0.0015636
0.0125708,0.00100259
0.0106232,0.000799974
0.00963703,0.000711923
0.00881789,0.000643918
0.00836958,0.0006074
0.00784304,0.000565029
0.0071036,0.00050647
0.00643489,0.000454462
0.00578568,0.000404835
0.00507209,0.000351266
0.00463258,0.000318785
0.00462367,0.00031813
0.00450894,0.000309717
0.00437706,0.000300079
0.00422,0.000288646
0.00402957,0.000274852
0.0041092,0.000280611
0.00476841,0.000328781
0.00546155,0.000380375
0.00605336,0.000425194
0.00687545,0.000488624
0.00791888,0.000571097
0.00919047,0.000674589
0.0108411,0.000820727
0.0130598,0.00105953
0.0161628,0.00147792
0.0193315,0.00200801
0.021393,0.00240943
0.0227128,0.00269014
0.023679,0.00290748
0.0241191,0.00300982
0.0243369,0.00306124
0.0245,0.00310009
0.0247453,0.00315905
0.0249422,0.00320686
0.0248058,0.0031737
0.0248006,0.00317245
0.024794,0.00317084
0.0244852,0.00309655
0.0242937,0.00305101
0.0238866,0.00295549
0.023194,0.00279713
0.0221779,0.00257412
0.0203018,0.00219135
0.0175682,0.00170012
0.0152432,0.00134361
0.0140922,0.00118776
0.0138836,0.00116097
0.0151104,0.00132493
0.0156782,0.00140606
0.0156337,0.00139958
0.0157956,0.00142324
0.015842,0.00143008
0.0155162,0.00138258
0.0150957,0.00132288
0.0141364,0.00119349
0.0122489,0.000966434
0.0101597,0.000757416
0.00863107,0.000628651
0.00734947,0.000525819
0.00631719,0.000445402
0.0057062,0.000398818
0.00518386,0.000359589
0.00478904,0.000330303
0.0045524,0.000312901
0.00439719,0.000301548
0.00422309,0.000288871
0.00405424,0.000276635
0.00404597,0.000276038
0.00409966,0.000279921
0.00394169,0.000268511
0.00383725,0.000260995
0.00376288,0.000255656
0.00368833,0.000250316
0.00369319,0.000250664
0.00390656,0.00026598
0.00440418,0.000302058
0.00507972,0.000351834
0.0056567,0.000395076
0.00583823,0.00040882
0.00560912,0.000391485
0.00530106,0.000368343
0.00516202,0.000357961
0.00524971,0.000364504
0.00556284,0.000387996
0.00606792,0.000426306
0.006818,0.000484147
0.00754983,0.000541676
0.00777148,0.000559313
0.00814441,0.000589212
0.00844938,0.000613871
0.00877902,0.000640735
0.00968921,0.000716361
0.0111068,0.000846685
0.0131763,0.00107345
0.0154785,0.00137715
0.0168639,0.00158621
0.0175072,0.00169005
0.0182493,0.0018152
0.0188439,0.00191962
0.019566,0.00205141
0.0206234,0.00225431
0.0211279,0.00235528
0.0209139,0.00231213
0.020245,0.00218035
0.01952,0.00204286
0.0187457,0.00190211
0.0175432,0.00169598
0.0159863,0.00145147
0.0141569,0.00119616
0.0124865,0.000993017
0.0115264,0.000889144
0.010647,0.000802213
0.00981106,0.000726807
0.00914288,0.000670654
0.0087248,0.000636302
0.00870514,0.000634695
0.00889893,0.000650563
0.00960432,0.000709151
0.0112872,0.000864714
0.0130833,0.00106232
0.0140622,0.00118387
0.0139182,0.00116538
0.0128477,0.00103453
0.0114952,0.00088592
0.0107373,0.000810777
0.0101898,0.000760117
0.00950018,0.000700375
0.00891072,0.000651531
0.00884707,0.000646309
0.00874195,0.000637704
0.00873236,0.00063692
0.00907164,0.000664773
0.00947337,0.000698126
0.00955913,0.000705334
0.00972087,0.000719063
0.0101537,0.000756888
0.0106605,0.000803488
0.0109279,0.000829125
0.0110442,0.000840499
0.0112869,0.000864692
0.0118857,0.000926918
0.0132408,0.00108122
0.0157894,0.00142234
0.0180102,0.00177425
0.0189151,0.00193236
0.0186527,0.00188564
0.0176608,0.00171549
0.0175211,0.00169234
0.0180448,0.00178014
0.0184592,0.00185163
0.0188238,0.00191603
0.0188435,0.00191954
0.0181056,0.00179051
0.0167197,0.00156353
0.015492,0.00137908
0.014463,0.00123648
0.0130885,0.00106294
0.0118247,0.00092041
0.0112002,0.000855978
0.0110209,0.000838213
0.0106797,0.000805307
0.0103615,0.00077568
0.010364,0.000775904
0.0106153,0.000799221
0.0106881,0.000806102
0.0107194,0.000809075
0.0103068,0.000770688
0.00937801,0.000690156
0.0084751,0.000615959
0.00790443,0.00056994
