y,z
0.00666198,0.000472023
0.00664828,0.00047096
0.00660867,0.000467891
0.00655136,0.000463456
0.00652033,0.000461057
0.00656663,0.000464637
0.00669693,0.000474734
0.00680419,0.000483072
0.00684196,0.000486014
0.00686985,0.000488188
0.00693601,0.000493351
0.00704626,0.000501975
0.00718153,0.000512589
0.0073081,0.000522554
0.00747475,0.000535725
0.00772849,0.000555885
0.00801467,0.000578779
0.00836197,0.000606784
0.00876928,0.000639939
0.00922172,0.000677175
0.00960495,0.000709205
0.00993147,0.000737255
0.0104407,0.000782953
0.0110441,0.000840492
0.0115783,0.000894519
0.0123086,0.000973058
0.0131188,0.00106655
0.0136493,0.00113141
0.0140093,0.00117706
0.0138974,0.00116272
0.0138098,0.0011516
0.0141291,0.00119254
0.0143384,0.00121995
0.0138416,0.00115563
0.0131668,0.0010723
0.0129038,0.0010411
0.0122004,0.000961079
0.0115867,0.000895392
0.0114356,0.000879804
0.0112185,0.000857809
0.0104699,0.000785653
0.00963313,0.000711592
0.00900391,0.000659192
0.00840722,0.00061045
0.00798711,0.000576566
0.00796573,0.000574852
0.00824377,0.000597225
0.00843087,0.000612369
0.00848411,0.000616691
0.00843864,0.000612999
0.00861623,0.000627441
0.00932162,0.000685463
0.0105465,0.000792779
0.0120679,0.000946578
0.0143896,0.00122672
0.0165724,0.00154057
0.0175703,0.00170048
0.0177486,0.00173013
0.017589,0.00170356
0.0170337,0.00161321
0.0164731,0.00152522
0.0167025,0.00156083
0.0172317,0.00164505
0.0172638,0.00165026
0.0168222,0.00157962
0.0157519,0.00141683
0.0136243,0.00112828
0.0118634,0.000924537
0.0112618,0.000862159
0.0108065,0.000817394
0.00944441,0.000695701
0.00841953,0.000611449
0.00767567,0.000551678
0.00728009,0.000520347
0.00709689,0.000505943
0.00707472,0.000504205
0.00732008,0.000523499
0.00743947,0.000532932
0.00737677,0.000527974
0.00699978,0.000498336
0.0066747,0.000473009
0.00633132,0.000446488
0.00542989,0.000377998
0.00455966,0.000313433
0.00400691,0.000273216
0.00358725,0.000243093
0.00320286,0.000215814
0.00310093,0.00020863
0.00333567,0.000225205
0.00328816,0.000221841
0.00299423,0.000201132
0.00277135,0.000185545
0.00261816,0.00017489
0.00246919,0.000164573
0.00244426,0.000162851
0.00243764,0.000162394
0.00262505,0.000175368
0.0030115,0.000202344
0.00368908,0.00025037
0.00453541,0.000311655
0.00516829,0.000358428
0.00578886,0.000405076
0.00645924,0.000456341
0.00729858,0.000521804
0.00812469,0.000587624
0.00920232,0.000675569
0.0117464,0.000912117
0.0145558,0.0012489
0.0166452,0.00155189
0.0182398,0.00181355
0.0191228,0.00196986
0.0192176,0.00198714
0.0189678,0.00194184
0.0178518,0.00174744
0.0172296,0.00164471
0.0177014,0.00172224
0.018967,0.00194169
0.0200637,0.00214545
0.0203771,0.00220599
0.0206511,0.00225978
0.0211334,0.00235641
0.0211023,0.00235011
0.0207922,0.0022878
0.0201618,0.00216429
0.0185539,0.00186822
0.017418,0.00167539
0.0175781,0.00170176
0.0170686,0.00161878
0.0153855,0.00136382
0.0127428,0.00102233
0.00979435,0.000725368
0.00815049,0.000589702
0.00733418,0.000524611
0.00689671,0.000490282
0.00654322,0.000462826
0.0060242,0.000422969
0.00534762,0.000371829
0.00480941,0.000331807
0.004733,0.000326171
0.00525676,0.000365031
0.00604625,0.000424651
0.0068359,0.000485541
0.00800468,0.000577977
0.00999005,0.000742384
0.0134066,0.00110138
0.017874,0.00175119
0.0210339,0.00233627
0.0226664,0.00267996
0.0235373,0.00287497
0.0242625,0.00304361
0.0245733,0.00311764
0.0245676,0.00311628
0.0243235,0.00305806
0.023869,0.0029514
0.02326,0.002812
0.0225443,0.00265327
0.0219784,0.00253164
0.0217593,0.00248547
0.0222433,0.00258814
0.0230439,0.00276348
0.02371,0.00291461
0.0245457,0.00311103
0.0251117,0.00324835
0.0254375,0.003329
0.0251838,0.00326608
0.0243282,0.00305918
0.0234535,0.00285586
0.0223098,0.00260246
0.0197579,0.00208737
0.0162475,0.00149074
0.0136235,0.00112819
0.0121786,0.000958677
0.0111105,0.000847049
0.0106798,0.000805313
0.00972094,0.000719069
0.00857791,0.00062432
0.00757931,0.000544016
0.00663535,0.000469958
0.00584433,0.000409283
0.00557003,0.000388538
0.00527133,0.00036612
0.00494243,0.000341643
0.00460734,0.000316931
0.00423606,0.000289813
0.00418697,0.000286249
0.00474028,0.000326708
0.00520451,0.00036113
0.00571487,0.000399473
0.00649784,0.00045932
0.00745273,0.000533981
0.00853168,0.000620558
0.00986423,0.000731405
0.0117187,0.000909195
0.0147836,0.00127975
0.0179218,0.00175926
0.0198218,0.00209942
0.021268,0.0023838
0.0219282,0.00252102
0.022274,0.00259473
0.0225678,0.00265839
0.0229796,0.00274916
0.0231643,0.00279045
0.0230431,0.0027633
0.023334,0.00282873
0.0233273,0.0028272
0.0233431,0.00283077
0.0233579,0.00283415
0.0230702,0.00276937
0.022534,0.00265102
0.0211234,0.00235438
0.0187355,0.00190031
0.0166565,0.00155365
0.0156562,0.00140284
0.0159356,0.00144393
0.0175058,0.00168983
0.0181214,0.00179322
0.0185563,0.00186865
0.0188992,0.00192951
0.0189378,0.00193644
0.0187863,0.00190933
0.018403,0.00184183
0.016926,0.00159604
0.0138885,0.00116159
0.0109723,0.00083345
0.00876554,0.000639633
0.00730069,0.00052197
0.00656104,0.000464204
0.00593692,0.00041632
0.00544212,0.000378916
0.00506064,0.000350415
0.00470794,0.000324326
0.00433514,0.000297023
0.00405603,0.000276764
0.00395502,0.000269472
0.00367172,0.000249127
0.00340298,0.000229979
0.00324252,0.000218614
0.00309002,0.000207862
0.00303607,0.000204069
0.00325197,0.000219282
0.00382262,0.000259944
0.00456485,0.000313813
0.00507948,0.000351816
0.0050718,0.000351245
0.00469205,0.000323157
0.004422,0.000303359
0.00444106,0.000304752
0.00474602,0.000327131
0.00528972,0.000367495
0.00606553,0.000426123
0.00690791,0.000491157
0.00718564,0.000512912
0.00753708,0.000540665
0.00781333,0.000562655
0.00821007,0.000594506
0.00926497,0.000680759
0.0110169,0.000837819
0.0137172,0.00113992
0.0163319,0.00150358
0.0176415,0.00171227
0.0185212,0.00186248
0.0194092,0.00202232
0.0201795,0.00216769
0.021371,0.0024049
0.0220942,0.00255624
0.0220739,0.00255192
0.0215963,0.00245146
0.0211049,0.00235063
0.0205625,0.0022423
0.0195755,0.00205318
0.0182518,0.00181563
0.0164462,0.00152109
0.0146177,0.00125722
0.0131986,0.00107613
0.0116377,0.000900702
0.0103421,0.000773907
0.00943365,0.000694801
0.00908453,0.000665836
0.00906752,0.000664433
0.00953047,0.000702921
0.0110147,0.000837602
0.0124631,0.000990376
0.0128427,0.00103394
0.0120605,0.000945773
0.0106942,0.000806677
0.0095835,0.000707391
0.00900677,0.000659428
0.00845132,0.000614028
0.00783583,0.000564452
0.0076181,0.000547098
0.00760926,0.000546395
0.00760753,0.000546258
0.00792929,0.000571931
0.00834045,0.000605042
0.00845041,0.000613955
0.00855307,0.000622298
0.00879835,0.000642318
0.009,0.000658871
0.00906006,0.000663818
0.00911669,0.00066849
0.00936222,0.000688841
0.0100646,0.000748955
0.0117646,0.000914036
0.0147396,0.00127374
0.0173404,0.00166271
0.0182271,0.00181137
0.0180091,0.00177405
0.0185081,0.00186019
0.0197844,0.00209236
0.0208865,0.00230664
0.0216902,0.00247102
0.0219758,0.00253109
0.0214579,0.0024228
0.0204131,0.00221301
0.0195251,0.0020438
0.0187392,0.00190095
0.0175786,0.00170184
0.0163735,0.00150993
0.0154698,0.00137589
0.0142199,0.00120438
0.0128529,0.00103514
0.0121121,0.000951388
0.0118385,0.00092188
0.0113402,0.000870075
0.0108172,0.000818425
0.00983058,0.000728493
0.00856787,0.000623502
0.00755861,0.000542373
0.00692923,0.000492821
0.00649996,0.000459483
0.00611022,0.000429538
0.00602807,0.000423265
0.00617925,0.000434819
0.00620218,0.000436575
0.00615433,0.000432911
0.00643665,0.000454598
0.00694523,0.000494071
0.00744404,0.000533293
0.00754021,0.000540913
0.00741306,0.000530842
0.00779613,0.000561281
0.00856922,0.000623613
0.00981645,0.000727273
0.0112654,0.00086252
0.0129822,0.00105033
0.0151692,0.00133318
0.0167966,0.00157559
0.0180779,0.00178578
0.0194246,0.00202518
0.0195817,0.00205433
0.0186821,0.00189084
0.017479,0.0016854
0.0160584,0.00146224
0.0155448,0.0013867
0.0162951,0.00149797
0.0167881,0.00157426
0.0167194,0.00156348
0.0174343,0.00167807
0.0186999,0.00189399
0.018395,0.00184044
0.017912,0.00175761
0.0180235,0.0017765
0.0184316,0.00184681
0.0182956,0.0018232
0.0168329,0.00158132
0.0150681,0.00131902
0.0131472,0.00106996
0.011748,0.000912285
0.0109522,0.000831492
0.0104139,0.000780484
0.00992801,0.000736953
0.00938292,0.000690566
0.0083803,0.000608269
0.00761838,0.000547121
0.00750481,0.000538106
0.00784388,0.000565096
0.00817008,0.00059128
0.00833962,0.000604974
0.0083202,0.000603403
0.00828716,0.000600731
0.00797818,0.00057585
0.00732292,0.000523723
0.00692354,0.000492377
0.00709499,0.000505795
0.0073528,0.000526082
0.00745108,0.00053385
0.00766763,0.000551038
0.00824354,0.000597207
0.00907698,0.000665213
0.0100295,0.000745852
0.0114974,0.000886145
0.0134463,0.00110625
0.0159008,0.00143877
0.0187633,0.00190525
0.0210911,0.00234783
0.0221129,0.00256023
0.0222985,0.0026
0.0222456,0.00258864
0.0219511,0.00252585
0.0210622,0.00234198
0.0195417,0.00204689
0.0184002,0.00184135
0.0174978,0.0016885
0.0163444,0.00150549
0.0144497,0.0012347
0.0123207,0.000974408
0.0109492,0.000831205
0.0104221,0.00078124
0.0101399,0.000755648
0.0106531,0.00080279
0.0117047,0.000907723
0.0121256,0.00095287
0.0120371,0.000943231
0.0121929,0.000960258
0.0124071,0.000984073
0.0114876,0.000885139
0.0104904,0.000787557
0.0106373,0.000801302
0.011493,0.000885696
0.0123334,0.000975819
0.0145058,0.00124219
0.0172045,0.00164065
0.0196799,0.0020727
0.021669,0.0024666
0.0227216,0.00269208
0.0233658,0.00283593
0.0233136,0.00282411
0.0226109,0.00266781
0.0216065,0.00245358
0.0204114,0.00221269
0.0188961,0.00192896
0.0173025,0.00165654
0.0160562,0.00146191
0.0149403,0.00130127
0.014173,0.00119825
0.0137433,0.0011432
0.0125909,0.00100487
0.0107878,0.000815602
0.00979165,0.000725135
0.00885151,0.000646673
0.00760032,0.000545685
0.0065262,0.00046151
0.00579909,0.000405851
0.00490003,0.000338504
0.00401382,0.000273714
0.0031281,0.000210542
0.00267672,0.000178957
0.00290857,0.00019513
0.00318076,0.000214254
0.00313249,0.000210852
0.00262004,0.00017502
0.00178826,0.000117985
0.000983234,6.41E-05
0.000713847,4.64E-05
0.00126478,8.28E-05
0.00231532,0.000153964
0.00349018,0.000236176
0.0046582,0.000320667
0.00574267,0.000401577
0.00658074,0.000465729
